subject,predicate,object,subject_name,object_name,KG_type,relation,category,classifier,auc_roc,log_odds_ratio,log_odds_ratio_95_ci_lower,log_odds_ratio_95_ci_upper,log_odds_ratio_95_ci,adjusted_p_value,positive_patient_count,negative_patient_count,total_sample_size,positive_patient_text,negative_patient_text,all_patient_text,,primary_knowledge_source,knowledge_level,agent_type
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0019180,mometasone,osler hemorrhagic telangiectasia syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,2.00E-04,-0.149,0.15,"[-0.149,0.15]",0.997,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:441335,biolink:associated_with_increased_likelihood_of,MONDO:0011786,mometasone,allergic rhinitis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.89356292,1.00E-04,-0.424,0.425,"[-0.424,0.425]",1,859700,21380900,22240600,"Sample size with mometasone, approximately: 859700","Sample size without mometasone, approximately: 21380900",All patients number is approximately: 22240600,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0002046,mirtazapine,alcohol abuse,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.4938,0.482,0.506,"[0.482,0.506]",1.00E-04,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0021187,mirtazapine,hyperlipidemia,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.4335,0.421,0.446,"[0.421,0.446]",1.00E-04,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0005147,mirtazapine,diabetes type 1,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.3332,0.327,0.34,"[0.327,0.34]",1.00E-04,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0002277,mirtazapine,arteriosclerosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.2889,0.279,0.299,"[0.279,0.299]",1.00E-04,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0000914,mirtazapine,cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.2828,0.276,0.289,"[0.276,0.289]",1.00E-04,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0002406,mirtazapine,eczema,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.244,0.232,0.256,"[0.232,0.256]",1.00E-04,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0015263,mirtazapine,brugada syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.2399,0.233,0.247,"[0.233,0.247]",1.00E-04,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0011786,mirtazapine,allergic rhinitis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.2381,0.23,0.246,"[0.23,0.246]",1.00E-04,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0005009,mirtazapine,heart failure,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.2224,0.213,0.232,"[0.213,0.232]",1.00E-04,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0000153,mirtazapine,discordant ventriculoarterial connection,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.1912,0.177,0.205,"[0.177,0.205]",1.00E-04,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0043693,mirtazapine,alcoholic liver disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.1546,0.134,0.175,"[0.134,0.175]",1.00E-04,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0004425,mirtazapine,hyperthyroidism,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.14,0.124,0.156,"[0.124,0.156]",1.00E-04,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0010602,mirtazapine,hemophilia,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.1303,0.123,0.138,"[0.123,0.138]",1.00E-04,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0009693,mirtazapine,multiple myeloma,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.0959,0.09,0.102,"[0.09,0.102]",1.00E-04,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0005011,mirtazapine,crohns disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.0954,0.082,0.109,"[0.082,0.109]",1.00E-04,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0011849,mirtazapine,psoriatic arthritis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.0915,0.075,0.108,"[0.075,0.108]",1.00E-04,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0019350,mirtazapine,hereditary spherocytosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.0845,0.052,0.117,"[0.052,0.117]",1.00E-04,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0013282,mirtazapine,alpha 1 antitrypsin deficiency,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.0679,0.056,0.08,"[0.056,0.08]",1.00E-04,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0019499,mirtazapine,turner syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.0571,0.042,0.072,"[0.042,0.072]",1.00E-04,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0007739,mirtazapine,huntingtons disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.0489,-0.004,0.102,"[-0.004,0.102]",0.07,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0005146,mirtazapine,posttraumatic stress disorder,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.0484,-0.037,0.134,"[-0.037,0.134]",0.269,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0016532,mirtazapine,lennox gastaut syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.045,0.036,0.054,"[0.036,0.054]",1.00E-04,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0005083,mirtazapine,psoriasis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.0437,0.022,0.066,"[0.022,0.066]",1.00E-04,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0018975,mirtazapine,neurofibromatosis type 1,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.0421,0.034,0.05,"[0.034,0.05]",1.00E-04,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0005002,mirtazapine,chronic obstructive pulmonary disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.0413,0.01,0.073,"[0.01,0.073]",0.01,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0005404,mirtazapine,chronic fatigue syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.0381,-0.012,0.088,"[-0.012,0.088]",0.133,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0008377,mirtazapine,retinitis pigmentosa,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.0296,0.02,0.039,"[0.02,0.039]",1.00E-04,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0005010,mirtazapine,chronic ischemic heart disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.0243,-0.054,0.103,"[-0.054,0.103]",0.542,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4205,biolink:associated_with_increased_likelihood_of,MONDO:0004952,mirtazapine,hodgkin disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.904921118,0.023,-0.018,0.064,"[-0.018,0.064]",0.269,1388300,21204100,22592400,"Sample size with mirtazapine, approximately: 1388300","Sample size without mirtazapine, approximately: 21204100",All patients number is approximately: 22592400,,infores:isb-EHRMLA-data,prediction,computational_model
